Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
lysaght-v-united-states-opposition.txt,1,2965,97.41,38.83,11.39,34.55,11.77,27.32,64.76,41.18,5.97,1.59,0.81,0,0,0.34,0.44,4.38,10.99,13.69,5.03,1.65,4.11,1.55,8.09,1.96,1.32,0.64,6.1,0.71,3.27,1.89,1.38,0.13,0.51,0.27,2.73,0.03,0.03,0.03,0.34,9.17,2.06,1.28,0.88,1.55,1.45,3.2,0.54,0.44,0.1,0,0.44,0,0.37,0,0.07,6.07,0.34,1.35,4.08,0.2,0.57,4.05,2.56,0.24,8.9,0.98,5.94,2.19,5.4,0.3,0.81,0.47,0.03,0,0.84,0,0.78,0.07,0.07,0,24.22,9.61,4.96,0.07,0.17,0,0,1.05,1.69,1.69,3.51,1.48
mable-shangreau-petitioner-v-bruce-babbitt-secretary-interior.txt,1,4454,97.91,60.2,8.59,58.48,9.92,25.35,58.71,34.93,4.54,1.37,0.22,0,0.16,0.81,0.18,3.17,8.4,13.58,3.77,1.68,3.61,0.79,5.41,2.83,1.32,1.03,10.37,1.08,2.76,2.22,0.49,0.04,0.16,0.07,5.19,1.12,0.13,0.54,1.28,7.16,2.13,1.08,0.67,1.68,0.97,1.75,1.01,0.9,0.04,0.07,0.76,0.29,0.43,0,0.04,6.42,0.81,1.17,3.75,0.25,0.63,2.07,2.76,0.65,10.17,0.49,6.33,2.83,2.54,0.31,0.81,0.88,0,0.54,1.15,0,1.03,0.09,0.04,0,67.09,14.37,6.89,0.11,0.11,0,0,37.09,1.01,1.15,4.58,1.77
mabry-v-united-states-opposition-0.txt,1,4384,96.9,44.02,6.93,14.18,12.93,22.88,58.46,38.91,5.66,2.14,0.68,0.02,0,1.41,0.02,3.51,9.51,13.48,5.11,1.51,4.06,1.46,8.14,1.71,1.09,0.89,7.98,1.3,4.08,1.62,2.46,0.18,0.68,0.34,3.56,0,0,0,1.41,8.58,2.37,1.3,0.84,1.51,0.73,2.94,0.43,0.34,0.07,0.02,0.52,0.07,0.25,0,0.21,4.72,0.07,1.73,2.33,0.05,1.28,2.85,2.85,0.27,8.37,0.75,6.41,1.12,3.19,0.27,0.68,0.14,0,0,0.91,0,0.68,0.11,0.07,0,24.95,8.87,6.23,0.05,0.57,0,0,2.58,1.92,1.21,2.83,0.71
macarthur-martin-bryant-petitioner-v-united-states-america.txt,1,2402,96.37,47.17,8.55,1.5,12.01,26.89,61.91,40.3,7.33,2.29,0.62,0.08,0.08,1.42,0.08,5.04,9.74,13.16,5.25,1.92,3,1.17,9.08,2.29,1.25,0.83,7.83,0.83,4.91,0.92,4,0.79,1.87,0.25,3.08,0.25,0.08,0,1.67,10.49,3.79,1.79,0.96,1.71,1.33,2.16,1,0.46,0.33,0.08,0.12,0.08,0.08,0,0,4.75,0.62,0.5,2.33,0.5,1.17,3.87,2.91,0.33,8.58,0.75,6.12,1.79,0.79,0.12,0.71,0.12,0.04,1.17,0.75,0,0.67,0.08,0,0,24.85,9.74,5.58,0.12,0.37,0,0,1.42,1.83,1.62,3.91,0.25
mach-mining-llc-v-secretary-labor-opposition.pdf,1,4327,97.56,38.8,6.2,58.12,9.51,25.84,59.81,36.21,5.5,2.13,1.73,0,0,0.25,0.14,3.37,9.82,12.5,4.04,1.62,3.33,1.09,5.87,1.83,1.06,0.55,9.45,0.72,2.63,2.17,0.46,0.02,0.21,0.05,1.94,0,0,0,0.25,7.46,2.43,1.09,0.9,1.22,1.11,1.96,1.04,0.69,0.32,0,1.41,0.05,1.27,0,0.09,6.06,0.16,2.29,3.26,0.02,0.6,1.48,2.63,2.06,6.79,0.6,4.97,1.22,5.96,0.35,1.02,0.07,0.05,0,1.62,0,1.53,0.02,0.05,0.02,73.54,53.69,5.69,0.14,0.35,0,0,3.91,2.06,1.69,5.55,0.49
mach-mining-v-eeoc-response-grant.pdf,1,5830,97.6,46.64,3.76,29.8,11.61,28.94,56.11,33.55,3.58,0.55,0.39,0,0,0.1,0.05,3.04,8.63,12.3,4.27,1.37,3.79,1.06,7.14,2.21,1.29,0.7,9.06,1.15,4,2.09,1.85,0.07,0.1,0.67,2.73,0.03,0,0.15,0.05,9.02,2.88,2.02,0.82,1.53,1.06,2.08,0.91,0.65,0.17,0.03,0.29,0.07,0.07,0.03,0.14,6.3,0.29,2.49,3.04,0.57,1.48,1.63,4.2,0.55,5.88,0.72,3.86,1.42,5.01,0.22,0.77,0.24,0.07,0,1.25,0.03,1.11,0.02,0.03,0,71.37,49.04,5.59,0.12,0.41,0,0,4.58,3.67,1.32,5.42,1.22
mach-tech-ltd-partnership-et-al-petitioners-v-commissioner-internal-revenue.txt,1,3353,98.17,45.83,14.47,47.86,12.75,26.42,67.34,39.7,5.52,0.89,0.75,0,0,0.09,0.06,4.62,10.86,13.96,4.44,1.37,3.49,1.52,6.29,2.62,1.34,0.39,7.84,1.64,1.85,1.52,0.33,0.06,0.06,0.03,4.15,0,2.15,0,0.12,9.01,2.03,1.88,1.01,2.33,0.72,2.92,0.15,0.09,0,0,0.3,0,0.27,0,0.03,5.79,2.24,1.25,1.91,0.6,0.36,2.8,2.15,0.89,10.05,0.98,5.99,3.25,6.35,0.3,0.81,4.03,0,0.03,0.86,0,0.78,0,0,0,61.08,10.38,5.37,0.06,0.12,0,0,36.95,1.01,0.63,5.67,0.89
macharia-v-united-states-opposition.txt,1,3837,98.15,38.5,9.36,13.15,12.79,28.77,60.36,37.03,4.22,0.65,0.26,0.03,0,0,0.36,3.57,9.9,13.32,3.7,1.54,3.94,1.46,6.18,1.67,0.91,0.5,7.27,1.02,3.41,1.2,2.14,0.44,0.52,0.73,2.29,0,0,0,0,9.15,2.35,1.51,0.47,2.24,0.65,3.52,0.91,0.86,0.05,0,0.94,0.18,0.86,0,0.08,7.19,0.23,1.41,4.43,0.18,2.27,2.32,3.31,0.29,7.43,0.83,5.66,0.99,3.73,0.16,0.81,0.18,0,0.1,0.86,0,0.83,0.05,0,0,24.73,10.11,5.89,0.05,0.44,0,0,1.28,1.82,1.12,3.39,0.63
macias-placencia-v-gonzales-opposition.txt,1,2420,99,41.82,23.02,32.14,12.35,28.84,58.14,35.91,3.72,1.07,0.37,0,0,0.66,0.04,2.64,9.3,15.25,3.55,0.95,2.73,1.49,5.62,3.39,1.69,0.58,7.6,0.91,1.82,0.99,0.62,0.08,0.5,0.12,2.23,0,0.12,0,0.66,6.49,1.82,0.87,0.62,1.2,0.41,2.4,0.87,0.79,0.04,0.04,1.12,0.04,1.03,0.04,0.04,3.8,0.08,0.5,2.98,0.08,0.45,1.86,2.93,0.08,13.26,3.18,4.83,5.33,1.94,0.33,0.66,0.04,0,0,1.24,0.04,1.03,0.12,0,0,28.26,10.37,5.08,0.08,0.17,0,0,2.77,1.65,0.58,6.94,0.62
mackay-v-united-states-response-hold.pdf,1,350,99,43.18,2.73,46.86,14.58,24.29,54.57,36.29,4,1.71,0.86,0,0,0.86,0,2.29,8.57,16.57,2.86,0.57,4,1.43,4.29,1.71,0.57,0.57,10,0.29,2.29,1.71,0.57,0,0.29,0,2.57,0,0,0,0.86,7.14,1.71,2.57,0.57,0.86,0,1.71,0.57,0.57,0,0,0.86,0,0.86,0,0,2.86,0,0,2.57,0,0.29,1.14,2.29,0.86,6.57,0,5.14,1.43,2,0,0.29,0,0,1.71,1.43,0.29,1.43,0,0,0,34,9.43,5.14,0,0.57,0,0,2.86,1.71,1.14,9.14,4
mackby-v-united-states-opposition.txt,1,5875,97.52,40.52,7.62,11.62,13.17,27.42,66.08,40.39,5.48,1.16,0.6,0,0,0.44,0.12,4.32,9.99,14.4,5.38,1.65,3.95,1.28,8.89,2.37,1.29,0.94,7.8,1.57,3.37,1.14,2.23,0.09,0.48,0.27,2.5,0.05,0.05,0,0.49,9.29,2.23,1.91,0.97,1.97,0.97,3.03,0.82,0.8,0.02,0,3.15,0,3.03,0,0.12,5.16,0.17,0.97,3.35,0.49,0.65,4.29,3.22,0.29,7.97,0.7,5.55,1.92,4.31,0.1,0.95,1.6,0,0,0.8,0,0.75,0,0.03,0,24.12,9.31,5.33,0.02,0.22,0,0,1.28,2.04,1.57,2.89,1.46
macs-shell-serv-inc-v-shell-oil-prods-co-llc-amicus-merits.txt,1,9387,98.35,42.35,10.99,39.28,14.33,28.6,66.35,39.55,4.54,0.93,0.32,0,0,0.18,0.43,3.61,12.03,13.15,4.18,2.05,4.15,1.11,6.91,2.64,1.48,0.64,6.42,1.25,3.59,2.16,1.41,0.1,0.37,0.59,2.35,0.03,0.04,0.05,0.17,9.32,2.26,2.43,0.99,2.05,0.92,2.8,0.94,0.58,0.1,0.09,0.59,0.03,0.44,0.01,0.12,5.55,0.5,1.76,2.97,0.51,0.7,1.77,3.92,0.59,9.43,0.97,4.88,3.58,7.02,0.14,1.03,4.53,0.03,0.03,0.86,0.05,0.71,0.09,0.01,0,27.11,8.68,4.96,0.05,0.31,0.01,0,0.76,4.74,1.31,4.58,1.7
macys-inc-v-national-labor-relations-bd.pdf,1,8465,95.75,39.6,10.91,45.97,10.95,26.36,60.3,34.73,5.38,1.16,0.71,0.05,0.01,0.13,0.27,4.22,8.16,11.61,4.15,1.85,3.99,1.22,6.71,3.17,1.62,0.66,9.16,1.3,2.47,1.78,0.69,0.09,0.24,0.27,2.91,0.04,0.13,0.04,0.17,8.99,2.37,0.91,0.45,1.22,1.5,3.61,1.13,0.59,0.06,0.06,0.6,0.08,0.28,0,0.24,6.41,1.57,1.11,3.64,0.21,0.24,1.65,3.98,0.3,7.49,0.56,5.73,1.2,5.95,0.13,0.72,1.39,0.01,0.01,1.55,0.06,1.36,0.06,0.01,0,64.77,41.15,6.64,0.06,0.61,0,0,4.93,3.65,1.89,4.87,0.98
mafrige-v-united-states-opposition.txt,1,3071,98.22,42.25,4.65,45.51,11.42,26.44,62.88,38.68,4.75,1.14,0.29,0,0,0.59,0.26,3.61,9.9,14.39,4.85,1.5,3.22,1.3,7.46,2.47,1.47,0.62,7.1,0.94,2.31,1.66,0.59,0,0.26,0.2,2.38,0.03,0,0.39,0.23,9.31,1.95,1.92,1.27,1.66,1.14,2.74,0.65,0.46,0.1,0,0.42,0,0.26,0,0.16,6.32,0.26,1.11,4.4,0.78,0.42,2.47,3.58,0.33,7.78,0.98,5.7,1.2,4.07,0.33,2.64,2.18,0.13,0,1.04,0,1.01,0.03,0,0,25.33,10.88,5.34,0.07,0.39,0,0,1.5,1.17,1.01,4.17,0.81
magana-pizano-v-ins-acquiescence.txt,1,1175,98.48,55.41,1.95,28.6,17.8,26.81,54.47,39.4,5.28,2.38,0.09,1.02,0,1.28,0,2.89,9.28,15.91,3.32,1.19,4.6,1.19,4.51,1.45,1.02,0.43,8.17,1.79,3.06,1.62,1.45,0,0.77,0.43,3.49,0,0,0,1.28,5.19,1.28,0.77,1.28,0.94,0.43,1.87,0.6,0.51,0.09,0,0.17,0,0.17,0,0,4.09,1.02,0.6,2.3,0.09,0.34,0.77,2.81,0.34,7.91,0.26,6.3,1.28,2.55,0.43,0.51,0,0,0.17,0.26,0,0.17,0.09,0,0,26.13,6.98,5.19,0,0.34,0,0,4,0,1.36,7.83,0.43
magd-e-zohdi-et-al-petitioners-v-federal-savings-and-loan-insurance-corporation-receiver.txt,1,6960,98.16,50.34,12.35,36.1,13.62,29.53,64.94,37.56,3.97,0.76,0.19,0.16,0,0.04,0.37,3.2,9.4,14.32,4.14,1.65,4.66,0.88,6.19,2.44,1.64,0.5,7,1.26,3.35,1.97,1.38,0.11,0.17,0.49,3.58,0,0.06,0,0.04,8.52,2.03,1.55,0.92,1.98,1.19,2.39,0.65,0.56,0.06,0.01,0.99,0.27,0.66,0,0.1,6.72,0.75,1.44,4.7,0.16,0.68,1.57,3.71,0.72,10.42,1.97,5.24,4.54,6.65,0.36,0.68,4.31,0,0.03,0.99,0.2,0.72,0.01,0.03,0,25.27,9.37,5.86,0.13,0.36,0,0,1.31,0.66,1.57,4.66,1.36
magluta-v-united-states-opposition-0.txt,1,8162,96.62,46.28,9.23,11.96,14.19,26.08,62.09,40.17,6.33,2.18,0.39,0.04,0.05,1.48,0.23,4.15,9.1,14.04,5.15,1.81,3.69,1.47,8.37,2.82,1.78,0.82,7.39,1.04,3.05,0.97,2.02,0.34,0.71,0.28,3.36,0.13,0.12,0.17,1.41,8.78,2.49,1.34,1,1.58,1.49,2.49,1.37,1.18,0.1,0.1,0.76,0.07,0.55,0.02,0.11,4.53,0.51,0.71,2.32,0.18,1.07,3.68,3.16,0.39,10.16,0.6,6.29,3.14,2.24,0.64,0.69,1.19,0,0.12,0.59,0.02,0.51,0.01,0.05,0,23.68,8.71,5.62,0.02,0.43,0,0,1.63,1.4,1.47,2.93,1.47
magluta-v-united-states.pdf,1,4717,97.4,45.52,10.85,25.43,10.82,25.69,60.7,36.7,6.4,2.18,1,0,0,1.1,0.08,4.22,8.78,13.59,4.2,1.34,3.05,1.02,7.63,1.59,0.74,0.66,9.62,1.59,2.9,1.44,1.46,0.13,0.72,0.23,3.26,0,0.04,0,1.1,9.37,2.52,2.95,0.7,1.38,0.85,2.33,0.7,0.59,0.02,0.08,0.78,0.04,0.66,0,0.08,4.35,0.38,1,2.14,0.23,0.85,3.07,2.73,0.3,9.54,1.29,6.51,1.82,2.76,0.06,0.74,3.41,0.02,0,0.89,0.04,0.81,0.02,0.02,0,68.77,47.36,5.38,0.04,0.51,0,0,2.67,3.24,1.4,6.32,1.84
mahanoy-area-school-district-v-bl.pdf,1,9934,94.61,48.03,6.8,23.71,13.42,26.04,65.46,36.74,5.51,1.39,0.45,0.05,0,0.33,0.55,4.12,6.62,13.54,5.2,1.88,4.86,1.12,7.21,2.91,1.57,1.04,7.73,0.82,2.87,1.36,1.49,0.3,0.75,0.18,4.28,0.04,0.13,0.25,0.21,9.32,1.74,1.55,1.33,2.84,0.83,3.17,2.91,0.79,2.04,0.05,0.77,0.23,0.42,0.12,0.05,7.97,1.36,1.69,4.78,0.37,0.79,1.22,4.17,0.96,8.35,0.5,6.35,1.47,8.65,1.3,0.38,0.14,0.03,0.07,0.9,0.08,0.68,0.06,0.05,0,54.55,33.88,6.43,0.23,0.42,0.01,0,4.73,3,0.97,3.61,1.26
maher-v-owcp-opposition.txt,1,3943,96.38,46.75,13.49,37.9,11.6,26.98,67.89,41.42,5.76,2.23,0.56,0.08,0,1.39,0.2,3.53,9.54,14.48,5.35,2.59,5,1.07,8.7,3.35,1.88,0.91,5.3,1.12,1.72,1.19,0.51,0.05,0.13,0.13,3.93,0,0,0,1.39,9.99,2.31,1.42,1.29,2.03,1.01,3.2,0.53,0.43,0.05,0.05,0.81,0.63,0.71,0,0.05,7.03,0.48,2.43,4.13,0.33,0.3,3.53,4.21,0.18,11.01,0.94,6.54,3.25,7.79,0.23,0.94,0.43,0.03,0.05,0.96,0,0.86,0.1,0.05,0,26.35,10.07,5.71,0.05,0.3,0,0,1.47,2.43,1.57,3.85,0.89
maier-mcilnay-kerkman-ltd-v-bodenstein-opposition.txt,1,3159,97.85,45.22,7.92,41.81,13.11,28.9,65.02,38.56,4.91,0.63,0.35,0,0,0.09,0.19,4.27,9.59,14.02,4.72,1.65,3.7,1.2,6.14,1.96,1.01,0.54,9.94,2.69,2.79,1.84,0.95,0.09,0.28,0.16,2.82,0.25,0.09,0,0.38,8.23,1.77,1.93,0.92,1.71,1.04,2.47,0.51,0.41,0.03,0.06,0.22,0.16,0,0,0.06,6.08,0.51,1.2,3.83,0.7,0.63,2.12,2.66,0.51,8.96,0.38,7,1.74,5.92,0.19,0.76,4.15,0,0,2.44,0,2.34,0,0.06,0.03,34.09,9.34,5.35,0.03,0.19,0.03,0,0.98,2.85,1.52,10.7,3.1
maine-cmty-health-options-v-united-states-moda-health-plan-inc-v-united-states-land-0.pdf,1,29027,98.15,40.05,9.14,23.82,14.4,26.48,63.23,36.47,4,0.62,0.36,0.01,0,0.06,0.19,3.39,8.36,14.74,3.8,1.57,4.2,1.13,6.41,2.79,1.74,0.53,9.25,3.05,2.68,1.27,1.39,0.77,0.13,0.22,2.28,0.12,0.06,0.11,0.1,8.7,1.28,2.09,0.82,1.88,0.89,3.25,0.5,0.42,0.03,0.04,1.31,0.1,0.96,0.06,0.25,6.71,0.4,1.76,3.59,0.39,1.06,1.85,3.36,1.33,9,0.68,6.26,2.12,5.4,0.35,0.2,3.61,0.06,0.01,0.83,0.07,0.69,0.03,0.03,0,50.33,29.22,5.41,0.26,0.43,0,0,4.12,2.43,0.97,6.41,1.07
maine-cmty-health-options-v-united-states-moda-health-plan-inc-v-united-states-land.pdf,1,10933,96.93,39.95,7.74,16.25,10.17,26.76,59.75,34.31,4.71,0.75,0.43,0.01,0,0.11,0.2,3.96,7.17,13.37,3.79,2.03,3.54,1.23,6.61,2.44,1.45,0.69,11.35,1.66,2.53,0.92,1.59,0.95,0.14,0.27,1.76,0,0.02,0.03,0.12,9.56,1.85,2.77,0.91,1.48,1.05,2.58,0.8,0.72,0.04,0.04,0.99,0.14,0.53,0.07,0.33,5.84,0.27,1.34,3.2,0.22,1.2,2.2,2.81,0.82,8.62,0.5,5.99,2.16,5.51,0.36,0.77,3.57,0.1,0.01,1.03,0.07,0.9,0.01,0.05,0,66.57,46.7,6.06,0.16,0.36,0.01,0,4.91,2.09,1.02,4.13,1.13
maine-public-utilities-commission-petitioner-v-maine-yankee-atomic-power-company-0.txt,1,4909,97.28,43.52,7.57,64.77,12.55,28.97,60.85,36.26,5.42,0.61,0.33,0.14,0,0.06,0.08,4.81,8.13,13.67,4.36,1.51,3.54,0.9,6.44,2.81,1.02,0.53,7.33,0.94,2.71,2.38,0.33,0.02,0.06,0.08,1.65,0,0,0.02,0.06,7.78,1.89,2.02,0.73,1.18,0.88,2.12,0.73,0.63,0.1,0,0.92,0.08,0.61,0.08,0.2,8.31,0.31,1.87,5.58,0.24,0.88,1.59,3.95,0.55,8.84,0.59,5.56,1.73,4.03,0.35,0.67,2.87,0,0.02,1,0.08,0.88,0.02,0,0,28.25,10.88,6.82,0,0.45,0,0,0.96,2.2,2.57,3.1,1.28
maislin-industries-us-inc-et-al-petitioners-v-primary-steel-inc-et-al-0.txt,1,14545,98.32,43.6,14.21,30.29,13.64,29.63,62.39,38.83,4.87,0.69,0.43,0.08,0.01,0.03,0.14,4.19,11.34,13.21,4.54,1.61,3.37,1.13,7.23,2.35,1.38,0.58,6.89,1.01,2.1,1.18,0.91,0.08,0.3,0.26,2.65,0.01,0,0,0.03,9.48,2.96,2.01,1.16,1.44,0.87,2.72,0.67,0.51,0.07,0.05,0.51,0.12,0.22,0.01,0.18,6.02,0.28,2.26,3.47,0.37,0.56,2.13,4.63,0.46,9.65,2.76,5.03,1.68,5.88,0.35,0.24,0.8,0.03,0.01,0.9,0.06,0.75,0.07,0.02,0,27.49,10.81,5.67,0.07,0.31,0,0,0.99,1.57,1.42,4.79,1.87
maislin-industries-us-inc-et-al-petitioners-v-primary-steel-inc-et-al.txt,1,14545,98.32,43.6,14.21,30.29,13.64,29.63,62.39,38.83,4.87,0.69,0.43,0.08,0.01,0.03,0.14,4.19,11.34,13.21,4.54,1.61,3.37,1.13,7.23,2.35,1.38,0.58,6.89,1.01,2.1,1.18,0.91,0.08,0.3,0.26,2.65,0.01,0,0,0.03,9.48,2.96,2.01,1.16,1.44,0.87,2.72,0.67,0.51,0.07,0.05,0.51,0.12,0.22,0.01,0.18,6.02,0.28,2.26,3.47,0.37,0.56,2.13,4.63,0.46,9.65,2.76,5.03,1.68,5.88,0.35,0.24,0.8,0.03,0.01,0.9,0.06,0.75,0.07,0.02,0,27.49,10.81,5.67,0.07,0.31,0,0,0.99,1.57,1.42,4.79,1.87
major-general-william-hornsby-et-al-petitioners-v-david-stinson.txt,1,6278,97.04,50.76,9.53,36.1,16.97,29.37,65.88,39.5,5.7,1.9,0.3,0.21,0,1.08,0.3,3.81,8.71,14.46,5.05,1.86,3.93,1.15,7.79,3.23,1.32,0.92,7.77,1.05,3.28,1.93,1.34,0.08,0.27,0.29,3.9,0.03,0.02,0.02,1.16,9.73,2.6,1.8,1.23,1.45,1.18,2.47,0.99,0.83,0.03,0.11,0.62,0.18,0.33,0,0.16,9.59,0.78,1.4,6.05,0.4,1.47,2.44,3.93,0.64,10.08,1.04,7.3,1.77,4.51,0.25,0.25,0.18,0.03,0.05,0.61,0,0.49,0.06,0.06,0,26.11,7.96,6.18,0.06,0.29,0,0,1.37,2.09,0.84,5.97,1.34
makah-indian-tribe-petitioner-v-united-states-america-et-al.txt,1,6320,97.68,41.25,15.04,39.64,12.18,26.52,62.5,39.37,5.08,0.55,0.32,0.02,0,0.03,0.19,4.53,9.22,14.7,4.86,1.58,4.03,1.34,7.58,2.12,1.3,0.51,7.52,1.06,2.78,1.77,1,0.06,0.51,0.21,2.22,0,0,0,0.03,8.39,2.09,1.61,0.76,1.55,0.68,2.77,0.66,0.55,0.03,0.08,0.51,0.05,0.25,0,0.21,6.41,1.11,1.9,3.02,0.38,0.21,2.93,3.26,1.33,10.41,1.04,6.77,2.56,3.1,0.59,0.97,0.06,0,0,0.98,0.02,0.87,0.02,0.06,0,24.46,9.08,6.11,0.11,0.59,0,0,1.96,1.11,1.17,3.42,0.92
mallott-peterson-and-industrial-indemnity-company-petitioners-v-beatrice-stadtmiller-et-al.txt,1,5306,97.51,49.85,6.43,34.61,10.65,26.12,61.4,37.84,5.22,1.43,0.25,0,0.11,0.96,0.11,3.79,9.91,13.17,4.26,1.6,3.98,1.41,6.45,1.81,1.32,0.89,11.16,2.09,2.39,1.45,0.94,0.06,0.34,0.25,4.66,0.09,0.02,0.7,0.32,8.65,2.51,1.3,0.87,1.68,0.77,3.15,0.51,0.43,0.02,0.02,0.4,0.11,0.25,0,0.15,6.13,0.89,1.04,3.94,0.38,0.45,2.05,3.58,0.26,7.8,0.87,5.11,1.39,4.69,0.72,0.85,1.45,0,0.36,1.13,0,1.04,0.04,0.06,0,71.98,14.46,5.84,0.13,0.08,0,0,35.73,2.45,1.66,8.41,3.22
manley-abercrombie-et-al-petitioners-v-robert-l-clarke-comptroller-currency-0.txt,1,2461,97.29,49.35,15.99,8.69,10.61,28.73,63.75,37.59,6.22,2.44,1.34,0.04,0,0.45,0.61,3.78,9.26,13.12,4.06,1.42,3.9,0.69,6.95,2.07,1.22,0.98,11.3,1.83,3.49,1.02,2.44,0.08,1.67,0.16,3.45,0,0,0,0.45,7.76,3.21,1.14,0.81,1.1,0.49,1.63,0.93,0.69,0.2,0,0.28,0,0.12,0,0.16,5.93,0.04,1.02,3.94,0.2,1.26,2.8,4.27,0.61,10.12,0.81,4.63,3.9,3.58,0.16,0.93,1.46,0.12,0,0.98,0,0.93,0,0.04,0,33.44,11.74,5.97,0.12,0.37,0,0,2.72,1.46,1.46,7.23,2.36
manley-abercrombie-et-al-petitioners-v-robert-l-clarke-comptroller-currency.txt,1,2461,97.29,49.35,15.99,8.69,10.61,28.73,63.75,37.59,6.22,2.44,1.34,0.04,0,0.45,0.61,3.78,9.26,13.12,4.06,1.42,3.9,0.69,6.95,2.07,1.22,0.98,11.3,1.83,3.49,1.02,2.44,0.08,1.67,0.16,3.45,0,0,0,0.45,7.76,3.21,1.14,0.81,1.1,0.49,1.63,0.93,0.69,0.2,0,0.28,0,0.12,0,0.16,5.93,0.04,1.02,3.94,0.2,1.26,2.8,4.27,0.61,10.12,0.81,4.63,3.9,3.58,0.16,0.93,1.46,0.12,0,0.98,0,0.93,0,0.04,0,33.44,11.74,5.97,0.12,0.37,0,0,2.72,1.46,1.46,7.23,2.36
mann-v-united-states-opposition.pdf,1,5965,97.21,49.73,5.13,16.64,10.54,24.02,54.6,33.28,5.05,1.83,0.67,0,0,1.07,0.08,3.22,8.03,12.32,3.22,1.44,4.16,0.59,7.07,1.71,1.14,0.67,10.96,0.87,2.53,0.89,1.53,0.02,0.91,0.22,3.08,0.07,0.05,0.02,1.12,6.84,1.44,2.56,0.28,1.27,0.49,1.88,0.52,0.45,0,0.07,1.02,0.07,0.94,0,0.05,3.39,0.34,0.77,2.13,0.27,0.12,3.94,2.25,0.17,8.57,1.06,5.83,1.71,3.89,0.59,0.85,1.24,0.03,0.13,0.91,0.02,0.85,0.03,0.03,0,66.35,45.45,6.69,0.12,0.54,0,0,2.87,2.11,1.27,6.17,1.14
mann-v-united-states.pdf,1,3331,95.34,44.28,5.18,28.77,9.77,23.81,46.86,30.14,4.44,1.44,0.42,0.03,0,0.81,0.18,3,5.01,12.01,3.84,1.62,2.88,1.65,6.93,1.71,0.93,0.57,14.62,0.6,2.04,1.11,0.93,0.09,0.27,0.12,2.55,0,0.03,0,0.81,6.81,1.71,1.17,0.75,1.29,0.87,1.95,0.81,0.66,0,0.15,0.96,0.15,0.66,0,0.15,4.59,0.24,0.81,3.15,0.21,0.75,2.64,3.3,0.15,8.71,0.75,6.03,1.74,1.38,0.27,0.42,0.24,0,0.03,0.75,0,0.51,0.03,0.03,0,76.58,52.96,6.87,0.12,0.69,0,0,3.6,2.4,1.23,7.33,1.38
manolo-perez-petitioner-v-united-states-america.txt,1,1456,97.75,66.49,8.35,15.2,12.24,32.97,63.94,39.7,7.14,3.3,0.34,0.07,0.48,2.34,0.07,3.85,9.48,14.77,3.85,1.37,3.64,1.03,8.04,2.34,1.1,0.62,5.63,1.24,3.23,1.24,1.99,0.14,0.82,0.41,6.94,0.07,0,0,2.34,9.89,4.46,1.17,0.69,2.75,0.55,1.85,1.37,0.69,0.34,0.21,0.89,0,0.55,0,0.34,4.19,0.48,0.55,2.27,0.48,0.55,3.78,3.5,0.62,9.07,1.3,5.49,2.27,2.27,0.48,0.55,0.34,0,0,0.41,0,0.27,0.07,0.07,0,30.56,9.2,6.94,0.14,0.21,0.07,0,3.57,2.2,3.37,3.3,1.58
manrique-v-united-states.pdf,1,15850,98.42,41.69,15.69,20.6,12.94,21.19,61.68,38.97,3.78,0.95,0.26,0.01,0.02,0.55,0.11,2.83,11.22,13.7,4.66,1.75,4.16,1.16,8.86,2.91,1.97,0.86,9.76,1.23,3.6,1.59,1.93,0.04,0.45,0.47,2.66,0.03,0.16,0.04,0.55,9.37,3,1.1,1.19,2.1,0.85,3.35,0.76,0.55,0.16,0.02,0.5,0.03,0.17,0.08,0.24,6.71,0.44,1.33,4.26,0.56,1.13,1.99,4.98,0.69,10.09,0.98,4.62,3.89,2.4,0.43,0.11,0.3,0.01,0.02,1.38,0.03,1.27,0.05,0.03,0,65.8,42.08,5.73,0.25,0.6,0.03,0,2.74,2.87,1.01,9.15,1.34
